Country,Item,Year,Value
Malaysia,Fruits - Excluding Wine,1963,57.66
Trinidad and Tobago,Sugar & Sweeteners,1988,57.65
Dominican Republic,Milk - Excluding Butter,1963,57.64
Senegal,Starchy Roots,1968,57.63
Slovenia,Starchy Roots,1998,57.63
Slovenia,Starchy Roots,2008,57.62
Greece,Meat,1973,57.6
Iraq,Milk - Excluding Butter,1968,57.58
Vietnam,Fruits - Excluding Wine,2003,57.58
Mexico,Consumer food price indice,2001,57.57522
France,Starchy Roots,2008,57.56
Malta,Alcoholic Beverages,2013,57.56
Uruguay,Alcoholic Beverages,1993,57.56
Bolivia,Vegetables,1978,57.55
Lesotho,Alcoholic Beverages,1978,57.54
Uruguay,Fruits - Excluding Wine,1993,57.54
Portugal,Fruits - Excluding Wine,1968,57.53
Jordan,Fruits - Excluding Wine,2013,57.5
South Korea,Fruits - Excluding Wine,1998,57.49
Paraguay,Meat,1963,57.48
Finland,Fruits - Excluding Wine,1973,57.47
Finland,Meat,1983,57.46
Mauritius,Milk - Excluding Butter,1968,57.44
Romania,Fruits - Excluding Wine,2008,57.43
North Korea,Fruits - Excluding Wine,2013,57.41
Cameroon,Alcoholic Beverages,1988,57.4
Lithuania,Alcoholic Beverages,1998,57.4
Cameroon,Alcoholic Beverages,2003,57.38
Swaziland,Starchy Roots,2013,57.37
Tunisia,Fruits - Excluding Wine,1983,57.33
New Caledonia,Meat,1978,57.32
Benin,Vegetables,2013,57.3
Morocco,Vegetables,1978,57.29
North Korea,Fruits - Excluding Wine,1988,57.29
Austria,Starchy Roots,2008,57.24
Brazil,Starchy Roots,2003,57.24
Namibia,Milk - Excluding Butter,1973,57.24
Suriname,Vegetables,2013,57.24
Panama,Milk - Excluding Butter,1963,57.23
Hungary,Fruits - Excluding Wine,1963,57.17
Morocco,Vegetables,1983,57.12
Botswana,Fruits - Excluding Wine,2008,57.1
Cyprus,Starchy Roots,1963,57.1
Turkmenistan,Meat,2013,57.09
Finland,Meat,1993,57.07
Mali,Vegetables,1998,57.06
Swaziland,Milk - Excluding Butter,1973,57.06
Vanuatu,Cereals - Excluding Beer,1963,57.04
Kenya,Starchy Roots,1988,57.03
Botswana,Alcoholic Beverages,1993,57.02
Zambia,Starchy Roots,1983,57
Brunei,Vegetables,1978,56.99
Bosnia and Herzegovina,Fruits - Excluding Wine,2003,56.98
Cuba,Sugar & Sweeteners,1978,56.97
Bosnia and Herzegovina,Alcoholic Beverages,1968,56.96
Croatia,Alcoholic Beverages,1968,56.96
Montenegro,Alcoholic Beverages,1968,56.96
Serbia,Alcoholic Beverages,1968,56.96
Slovenia,Alcoholic Beverages,1968,56.96
Brunei,Fruits - Excluding Wine,1973,56.94
Gabon,Meat,1988,56.94
Honduras,Vegetables,2008,56.94
Nigeria,Fruits - Excluding Wine,2013,56.94
Timor-Leste,Meat,1978,56.94
Indonesia,Starchy Roots,1993,56.93
Cameroon,Vegetables,1998,56.92
Mauritius,Vegetables,1993,56.92
Bulgaria,Alcoholic Beverages,1998,56.9
Mauritius,Consumer food price indice,2005,56.9
United States of America,Sugar & Sweeteners,1983,56.89
Iceland,Vegetables,2003,56.88
Sierra Leone,Vegetables,2013,56.88
Japan,Fruits - Excluding Wine,1978,56.87
Switzerland,Sugar & Sweeteners,2003,56.86
Guinea,Vegetables,1998,56.85
Iceland,Sugar & Sweeteners,1993,56.85
Brunei,Vegetables,1988,56.83
Guatemala,Vegetables,2013,56.82
Iran,Milk - Excluding Butter,2008,56.8
Kuwait,Meat,1978,56.78
Nepal,Starchy Roots,2003,56.76
China,Vegetables,1968,56.75
Ireland,Vegetables,1983,56.72
Chile,Alcoholic Beverages,1983,56.71
Guyana,Fruits - Excluding Wine,2013,56.7
New Caledonia,Vegetables,1988,56.7
Chad,Starchy Roots,1963,56.69
Iraq,Milk - Excluding Butter,1978,56.68
Cuba,Vegetables,1988,56.66
Belize,Vegetables,1993,56.61
Malta,Alcoholic Beverages,1988,56.6
Swaziland,Milk - Excluding Butter,2013,56.6
Mali,Vegetables,2013,56.59
Suriname,Milk - Excluding Butter,1978,56.59
Niger,Milk - Excluding Butter,1978,56.58
Solomon Islands,Fruits - Excluding Wine,1968,56.57
Solomon Islands,"Fish, Seafood",1973,56.56
Ecuador,Meat,2008,56.55
South Africa,Meat,2008,56.55
Lesotho,Starchy Roots,2013,56.52
New Caledonia,Starchy Roots,2013,56.52
Afghanistan,Milk - Excluding Butter,1978,56.49
Botswana,Starchy Roots,2013,56.49
Nigeria,Fruits - Excluding Wine,1988,56.49
Australia,Starchy Roots,2013,56.44
Zimbabwe,Milk - Excluding Butter,1963,56.44
Ghana,Cereals - Excluding Beer,1973,56.42
Djibouti,Milk - Excluding Butter,1998,56.41
Swaziland,Milk - Excluding Butter,1988,56.4
Austria,Starchy Roots,2003,56.39
Liberia,Fruits - Excluding Wine,1993,56.39
Romania,Meat,1993,56.39
Costa Rica,Vegetables,2008,56.38
Djibouti,Vegetables,1983,56.38
India,Fruits - Excluding Wine,2013,56.35
Seychelles,Consumer food price indice,2008,56.3456325383
Laos,Starchy Roots,1988,56.34
Saudi Arabia,Fruits - Excluding Wine,1968,56.32
Portugal,"Fish, Seafood",2008,56.29
Uruguay,Vegetables,2008,56.28
Australia,Sugar & Sweeteners,1973,56.26
Lithuania,Fruits - Excluding Wine,1998,56.26
Peru,Fruits - Excluding Wine,1988,56.26
Bosnia and Herzegovina,Alcoholic Beverages,2003,56.25
Israel,Meat,1973,56.25
Malaysia,Meat,2013,56.25
Mali,Vegetables,1988,56.25
The former Yugoslav Republic of Macedonia,Starchy Roots,2008,56.23
Ireland,Sugar & Sweeteners,1973,56.22
Switzerland,Starchy Roots,1968,56.22
Uruguay,Alcoholic Beverages,1968,56.21
Brunei,Meat,1998,56.19
Iceland,Sugar & Sweeteners,1983,56.19
Costa Rica,Sugar & Sweeteners,2008,56.18
Jamaica,Sugar & Sweeteners,2003,56.18
Nigeria,Alcoholic Beverages,1973,56.16
Djibouti,Milk - Excluding Butter,1978,56.14
Georgia,Starchy Roots,2013,56.14
United States of America,Starchy Roots,2013,56.14
South Africa,Milk - Excluding Butter,1998,56.13
Turkmenistan,Fruits - Excluding Wine,2013,56.1
Angola,Cereals - Excluding Beer,1993,56.08
Suriname,Vegetables,2003,56.05
Suriname,Meat,2013,56.05
Portugal,"Fish, Seafood",1963,56.03
Costa Rica,Sugar & Sweeteners,2003,55.99
Slovenia,Starchy Roots,2003,55.99
Mexico,Meat,2003,55.98
Afghanistan,Fruits - Excluding Wine,1968,55.94
South Korea,Meat,2008,55.93
Zimbabwe,Milk - Excluding Butter,1978,55.93
Ireland,Sugar & Sweeteners,1968,55.92
Timor-Leste,Starchy Roots,2013,55.92
Canada,Sugar & Sweeteners,2003,55.91
Guatemala,Fruits - Excluding Wine,2003,55.9
Luxembourg,Starchy Roots,2013,55.89
Yemen,Milk - Excluding Butter,1983,55.88
Dominican Republic,Cereals - Excluding Beer,1968,55.87
Mali,Milk - Excluding Butter,1993,55.87
Mexico,Vegetables,2013,55.87
Myanmar,Vegetables,1998,55.87
Turkmenistan,Fruits - Excluding Wine,2003,55.87
Bahamas,Alcoholic Beverages,1973,55.86
Australia,Sugar & Sweeteners,1978,55.85
Brazil,Starchy Roots,1998,55.83
Jamaica,Consumer food price indice,2001,55.83
Swaziland,Milk - Excluding Butter,1983,55.83
Niger,Vegetables,2008,55.82
Central African Republic,Cereals - Excluding Beer,2008,55.81
Liberia,Fruits - Excluding Wine,1983,55.81
Mali,Vegetables,2003,55.81
Guyana,Fruits - Excluding Wine,1968,55.8
Uruguay,Alcoholic Beverages,1983,55.78
Brazil,Starchy Roots,2013,55.77
Suriname,Vegetables,1998,55.76
South Africa,Milk - Excluding Butter,2013,55.75
Indonesia,Consumer food price indice,2005,55.7489
United States of America,Starchy Roots,1988,55.74
Azerbaijan,Fruits - Excluding Wine,2008,55.72
Rwanda,Vegetables,2013,55.69
Mexico,Alcoholic Beverages,2008,55.68
Cyprus,Alcoholic Beverages,2003,55.65
Japan,Alcoholic Beverages,1978,55.65
Swaziland,Starchy Roots,1988,55.65
Zambia,Starchy Roots,1978,55.65
Japan,"Fish, Seafood",2008,55.63
Angola,Alcoholic Beverages,2008,55.62
Japan,Fruits - Excluding Wine,1983,55.62
Niger,Milk - Excluding Butter,1963,55.62
United States of America,Starchy Roots,1973,55.6
Mexico,Milk - Excluding Butter,1963,55.59
New Caledonia,Meat,1983,55.58
Swaziland,Starchy Roots,1973,55.58
El Salvador,Milk - Excluding Butter,1968,55.57
Austria,Starchy Roots,1998,55.56
Chile,Starchy Roots,1993,55.54
China,Consumer food price indice,2007,55.54
Indonesia,Starchy Roots,1998,55.54
Jamaica,Starchy Roots,2008,55.54
Nicaragua,Milk - Excluding Butter,1988,55.54
Peru,Milk - Excluding Butter,1983,55.54
Moldova,Fruits - Excluding Wine,2013,55.5
Denmark,Sugar & Sweeteners,2013,55.45
Malaysia,Fruits - Excluding Wine,1978,55.44
Vanuatu,Vegetables,1973,55.43
United States of America,Starchy Roots,2008,55.42
Cambodia,Vegetables,1973,55.41
Jordan,Milk - Excluding Butter,1968,55.4
Romania,Meat,1983,55.38
Russian Federation,Consumer food price indice,2005,55.3779
Mauritius,Fruits - Excluding Wine,2008,55.36
Indonesia,Starchy Roots,2008,55.34
United States of America,Starchy Roots,1978,55.33
Chile,Fruits - Excluding Wine,2003,55.32
Iceland,Fruits - Excluding Wine,1973,55.32
Malaysia,Fruits - Excluding Wine,1983,55.31
Brazil,Meat,1993,55.3
Vanuatu,Vegetables,1998,55.3
Ireland,Sugar & Sweeteners,1978,55.29
United States of America,Sugar & Sweeteners,1968,55.28
Chad,Starchy Roots,2013,55.27
Greece,Alcoholic Beverages,2013,55.23
Japan,Fruits - Excluding Wine,2003,55.23
Vietnam,Meat,2013,55.22
Guinea-Bissau,Fruits - Excluding Wine,1998,55.19
Malawi,Fruits - Excluding Wine,1983,55.19
Malta,Sugar & Sweeteners,1978,55.19
Suriname,Alcoholic Beverages,2013,55.19
Nepal,Vegetables,1993,55.18
United Arab Emirates,Meat,1968,55.17
Niger,Milk - Excluding Butter,1993,55.16
Panama,Alcoholic Beverages,1998,55.16
Malaysia,"Fish, Seafood",1998,55.15
Poland,Fruits - Excluding Wine,2008,55.14
New Caledonia,Vegetables,1993,55.11
Jamaica,Sugar & Sweeteners,2008,55.1
Madagascar,Fruits - Excluding Wine,1963,55.1
Australia,Starchy Roots,1993,55.09
Guyana,Sugar & Sweeteners,1988,55.08
Greece,Alcoholic Beverages,2003,55.07
Slovenia,Starchy Roots,2013,55.07
Chile,Alcoholic Beverages,2008,55.06
Denmark,Meat,1968,55.05
Japan,Fruits - Excluding Wine,2008,55.05
Ethiopia,Starchy Roots,1983,55.04
Belize,Fruits - Excluding Wine,1983,55.03
North Korea,Consumer food price indice,2001,55.011
Tajikistan,Milk - Excluding Butter,2003,55.01
Namibia,Consumer food price indice,2006,54.9915833866
Bermuda,Alcoholic Beverages,1968,54.98
United States of America,Starchy Roots,1968,54.97
North Korea,Consumer food price indice,2000,54.956
Brazil,Consumer food price indice,2002,54.947
Paraguay,Alcoholic Beverages,2003,54.92
Malaysia,Fruits - Excluding Wine,2003,54.91
Czechia,Sugar & Sweeteners,2003,54.89
Indonesia,Starchy Roots,2003,54.88
Mali,Vegetables,1993,54.86
Botswana,Starchy Roots,2008,54.85
Moldova,Fruits - Excluding Wine,1998,54.84
Denmark,Sugar & Sweeteners,1973,54.83
Jamaica,Sugar & Sweeteners,1978,54.83
Australia,Sugar & Sweeteners,1963,54.82
United States of America,Starchy Roots,1983,54.82
Malawi,Fruits - Excluding Wine,1978,54.8
Kenya,Fruits - Excluding Wine,2013,54.79
Vanuatu,Vegetables,1983,54.78
Guyana,Sugar & Sweeteners,1983,54.77
North Korea,Fruits - Excluding Wine,2003,54.77
Botswana,Starchy Roots,1998,54.76
Suriname,Fruits - Excluding Wine,1973,54.76
Ukraine,Meat,2013,54.75
Algeria,Starchy Roots,2008,54.73
Netherlands,Sugar & Sweeteners,1993,54.73
Bulgaria,Fruits - Excluding Wine,1993,54.69
Morocco,Milk - Excluding Butter,2013,54.68
Sweden,Starchy Roots,2003,54.68
Malaysia,Fruits - Excluding Wine,1973,54.58
Mozambique,Consumer food price indice,2010,54.5625612843
Belgium,Sugar & Sweeteners,2003,54.56
Swaziland,Milk - Excluding Butter,1963,54.55
Jamaica,Meat,1998,54.54
Tajikistan,Milk - Excluding Butter,2013,54.54
Thailand,Vegetables,1973,54.53
Uruguay,Fruits - Excluding Wine,1968,54.53
Madagascar,Fruits - Excluding Wine,1993,54.52
Botswana,Starchy Roots,2003,54.48
Peru,Milk - Excluding Butter,2008,54.48
Georgia,Fruits - Excluding Wine,1993,54.47
Iceland,Starchy Roots,2008,54.46
Latvia,Fruits - Excluding Wine,1993,54.46
Israel,Meat,1978,54.43
Czechia,Fruits - Excluding Wine,1978,54.41
Slovakia,Fruits - Excluding Wine,1978,54.41
Namibia,Milk - Excluding Butter,1968,54.4
Romania,Meat,1988,54.4
Australia,Starchy Roots,2003,54.39
Myanmar,"Fish, Seafood",2013,54.39
Norway,Vegetables,1978,54.39
Senegal,Vegetables,2013,54.39
India,Milk - Excluding Butter,1993,54.38
Egypt,Fruits - Excluding Wine,1983,54.37
Botswana,Alcoholic Beverages,1998,54.34
Iran,Milk - Excluding Butter,1998,54.33
Iran,Fruits - Excluding Wine,1973,54.31
Mongolia,Vegetables,2013,54.31
El Salvador,Fruits - Excluding Wine,1978,54.27
Suriname,Milk - Excluding Butter,2003,54.27
Mali,Milk - Excluding Butter,1963,54.26
Guyana,"Fish, Seafood",1993,54.25
Lebanon,Starchy Roots,1993,54.22
North Korea,Starchy Roots,2008,54.22
Germany,Vegetables,1963,54.19
Malta,Meat,1983,54.18
Cuba,Sugar & Sweeteners,2003,54.16
Mali,Milk - Excluding Butter,1998,54.14
Taiwan,Fruits - Excluding Wine,1973,54.14
Mexico,Consumer food price indice,2000,54.13877
Swaziland,Starchy Roots,2008,54.13
Cyprus,Alcoholic Beverages,2008,54.1
Uruguay,Fruits - Excluding Wine,1983,54.1
North Korea,Fruits - Excluding Wine,1993,54.07
Australia,Sugar & Sweeteners,1968,54.06
Brunei,"Fish, Seafood",1998,54.04
United Kingdom,Fruits - Excluding Wine,1978,54.04
Peru,Milk - Excluding Butter,1998,54.03
Moldova,Fruits - Excluding Wine,2008,54.02
Moldova,Starchy Roots,2013,53.99
Ecuador,Meat,2013,53.98
Jordan,Fruits - Excluding Wine,1978,53.98
Central African Republic,Fruits - Excluding Wine,1978,53.96
France,Starchy Roots,2013,53.95
Cuba,Meat,2013,53.94
Uganda,Cereals - Excluding Beer,1993,53.94
Austria,Vegetables,1983,53.91
Romania,Meat,1998,53.9
Lithuania,Meat,1993,53.88
Slovakia,Meat,2013,53.87
Iraq,Fruits - Excluding Wine,1998,53.85
Mali,Milk - Excluding Butter,1983,53.85
Iraq,Milk - Excluding Butter,1973,53.84
Finland,Meat,1978,53.83
Malta,Sugar & Sweeteners,2003,53.83
Paraguay,Vegetables,1998,53.83
Jamaica,Consumer food price indice,2000,53.81
United Republic of Tanzania,Alcoholic Beverages,2008,53.77
Portugal,"Fish, Seafood",2013,53.76
Taiwan,Meat,1983,53.76
Solomon Islands,Cereals - Excluding Beer,1983,53.74
Fiji,Fruits - Excluding Wine,2008,53.73
Mauritius,Consumer food price indice,2004,53.73
United States of America,Starchy Roots,1963,53.73
Bulgaria,Meat,2013,53.72
China,Meat,2008,53.72
El Salvador,Fruits - Excluding Wine,2013,53.72
Norway,Meat,1993,53.72
Tajikistan,Milk - Excluding Butter,2008,53.69
Mongolia,Consumer food price indice,2007,53.6631989362
North Korea,Fruits - Excluding Wine,2008,53.66
North Korea,Fruits - Excluding Wine,1998,53.65
Vanuatu,Vegetables,2003,53.65
Sweden,Starchy Roots,1998,53.64
Vanuatu,Vegetables,1988,53.64
Tunisia,Milk - Excluding Butter,1968,53.62
Paraguay,Meat,2013,53.61
Venezuela (Bolivarian Republic of),Vegetables,1998,53.57
Switzerland,Sugar & Sweeteners,1968,53.56
Peru,Milk - Excluding Butter,1963,53.53
Swaziland,Starchy Roots,1998,53.53
Venezuela (Bolivarian Republic of),Vegetables,2008,53.53
Albania,Meat,2008,53.52
Bolivia,Vegetables,1988,53.52
Malawi,Fruits - Excluding Wine,1963,53.51
Denmark,Sugar & Sweeteners,2008,53.5
Guyana,Fruits - Excluding Wine,2003,53.49
Uruguay,Starchy Roots,2003,53.48
Mauritius,Meat,2013,53.47
Malawi,Fruits - Excluding Wine,1973,53.44
Morocco,Fruits - Excluding Wine,1988,53.42
New Caledonia,Alcoholic Beverages,1988,53.41
Poland,Alcoholic Beverages,1973,53.41
Djibouti,Milk - Excluding Butter,1993,53.4
Norway,"Fish, Seafood",2008,53.38
South Korea,Starchy Roots,1968,53.37
United Republic of Tanzania,Alcoholic Beverages,1968,53.37
Democratic Republic of the Congo,Fruits - Excluding Wine,1983,53.36
Guyana,Fruits - Excluding Wine,1963,53.34
United Republic of Tanzania,Vegetables,1968,53.33
Central African Republic,Fruits - Excluding Wine,1998,53.32
Serbia,Meat,2013,53.32
Ethiopia,Starchy Roots,1988,53.3
Cuba,Sugar & Sweeteners,2013,53.28
Guinea-Bissau,Fruits - Excluding Wine,1993,53.28
Iceland,Starchy Roots,1983,53.28
China,Consumer food price indice,2006,53.26
Liberia,Fruits - Excluding Wine,2003,53.26
India,Vegetables,1993,53.24
Sudan,Fruits - Excluding Wine,2008,53.24
Bosnia and Herzegovina,Fruits - Excluding Wine,1988,53.23
Croatia,Fruits - Excluding Wine,1988,53.23
Japan,Alcoholic Beverages,1973,53.23
Montenegro,Fruits - Excluding Wine,1988,53.23
Serbia,Fruits - Excluding Wine,1988,53.23
Slovenia,Fruits - Excluding Wine,1988,53.23
Turkmenistan,Fruits - Excluding Wine,2008,53.22
Australia,Starchy Roots,1963,53.21
Fiji,Milk - Excluding Butter,1978,53.19
Chile,Starchy Roots,2008,53.17
Yemen,Milk - Excluding Butter,1988,53.16
Zambia,Starchy Roots,1968,53.13
South Korea,Meat,2003,53.12
Mauritius,Sugar & Sweeteners,1988,53.1
Norway,Starchy Roots,2013,53.1
Ukraine,Consumer food price indice,2007,53.1
United Republic of Tanzania,Fruits - Excluding Wine,1978,53.1
United Arab Emirates,Vegetables,1968,53.08
United Republic of Tanzania,Fruits - Excluding Wine,1963,53.08
Trinidad and Tobago,Meat,2003,53.07
Namibia,Milk - Excluding Butter,1983,53.05
North Korea,Starchy Roots,1998,53.04
Bolivia,Vegetables,1998,53.01
Poland,Meat,1968,53.01
Botswana,Starchy Roots,1993,53
Panama,Meat,2003,53
South Africa,Consumer food price indice,2008,53
Paraguay,Meat,1973,52.97
New Zealand,Sugar & Sweeteners,1988,52.96
New Zealand,Sugar & Sweeteners,1998,52.94
Portugal,Fruits - Excluding Wine,1983,52.94
Chile,Fruits - Excluding Wine,1998,52.91
Norway,"Fish, Seafood",1998,52.91
Taiwan,Fruits - Excluding Wine,1968,52.91
Colombia,Sugar & Sweeteners,1963,52.9
South Africa,Milk - Excluding Butter,2003,52.88
Vanuatu,Fruits - Excluding Wine,1973,52.88
Bermuda,Sugar & Sweeteners,1998,52.87
Brunei,Sugar & Sweeteners,1983,52.87
Jamaica,Sugar & Sweeteners,1993,52.87
Japan,Fruits - Excluding Wine,2013,52.85
Sweden,Meat,1968,52.85
Japan,Milk - Excluding Butter,1973,52.83
El Salvador,Vegetables,2003,52.82
Laos,Fruits - Excluding Wine,2008,52.82
Saudi Arabia,Vegetables,1968,52.81
Central African Republic,Cereals - Excluding Beer,2003,52.79
Portugal,"Fish, Seafood",2003,52.79
Malaysia,Fruits - Excluding Wine,1993,52.78
South Korea,"Fish, Seafood",2013,52.78
United Republic of Tanzania,Vegetables,1963,52.78
Belize,Vegetables,1998,52.76
Democratic Republic of the Congo,Fruits - Excluding Wine,1993,52.75
Malta,Sugar & Sweeteners,1983,52.75
Swaziland,Alcoholic Beverages,1983,52.75
Denmark,Meat,1963,52.74
Malawi,Fruits - Excluding Wine,1968,52.74
Cyprus,Alcoholic Beverages,1993,52.7
Latvia,Fruits - Excluding Wine,2008,52.68
South Korea,"Fish, Seafood",2003,52.66
Dominican Republic,Meat,2008,52.65
Oman,Meat,2003,52.64
Yemen,Fruits - Excluding Wine,2013,52.64
Belgium,Sugar & Sweeteners,2008,52.63
El Salvador,Fruits - Excluding Wine,1988,52.62
Malta,Fruits - Excluding Wine,1968,52.6
Ireland,Sugar & Sweeteners,1963,52.59
Iceland,Sugar & Sweeteners,2003,52.58
Paraguay,Alcoholic Beverages,1993,52.58
Mexico,Alcoholic Beverages,2013,52.57
Costa Rica,Sugar & Sweeteners,2013,52.56
Malaysia,Milk - Excluding Butter,1993,52.56
Sierra Leone,Vegetables,1973,52.56
Latvia,Meat,2003,52.55
Spain,Meat,1973,52.55
Namibia,Milk - Excluding Butter,1963,52.54
Peru,Alcoholic Beverages,2013,52.54
Democratic Republic of the Congo,Cereals - Excluding Beer,2008,52.51
Malta,Sugar & Sweeteners,1968,52.49
Namibia,Consumer food price indice,2005,52.4864604559
Norway,Alcoholic Beverages,1983,52.48
Paraguay,Vegetables,2003,52.48
Japan,Fruits - Excluding Wine,1968,52.46
Azerbaijan,Fruits - Excluding Wine,2003,52.44
Cambodia,Vegetables,1983,52.44
Djibouti,Milk - Excluding Butter,2008,52.44
Denmark,Sugar & Sweeteners,1963,52.43
Taiwan,Fruits - Excluding Wine,1978,52.43
Ukraine,Sugar & Sweeteners,2008,52.43
Argentina,Starchy Roots,2003,52.42
Armenia,Fruits - Excluding Wine,1998,52.41
Cuba,Sugar & Sweeteners,1968,52.41
Malta,Sugar & Sweeteners,1973,52.41
Trinidad and Tobago,Sugar & Sweeteners,1983,52.41
Portugal,"Fish, Seafood",1973,52.4
Belgium,Sugar & Sweeteners,2013,52.39
Iran,Starchy Roots,2003,52.39
Lebanon,Meat,2008,52.39
Iran,Starchy Roots,2008,52.38
Ireland,Fruits - Excluding Wine,1978,52.37
Colombia,Consumer food price indice,2001,52.36
Tunisia,Milk - Excluding Butter,1973,52.35
Switzerland,Sugar & Sweeteners,1988,52.34
Poland,Alcoholic Beverages,1978,52.31
Germany,Vegetables,1968,52.3
Italy,Starchy Roots,1963,52.27
Slovakia,Starchy Roots,2013,52.24
Gabon,Meat,1978,52.23
Mali,Vegetables,1983,52.22
Guinea-Bissau,Starchy Roots,2013,52.19
Uzbekistan,Starchy Roots,2013,52.19
Iceland,Starchy Roots,2003,52.18
India,Vegetables,1988,52.13
Kuwait,Meat,1993,52.13
Jamaica,Milk - Excluding Butter,1963,52.12
Guinea-Bissau,Fruits - Excluding Wine,2013,52.1
Nepal,Milk - Excluding Butter,2013,52.1
Ukraine,Consumer food price indice,2006,52.1
Venezuela (Bolivarian Republic of),Vegetables,2013,52.1
Cameroon,Alcoholic Beverages,1963,52.09
Malta,Alcoholic Beverages,1998,52.09
Norway,"Fish, Seafood",2013,52.08
Madagascar,Milk - Excluding Butter,1978,52.05
Tunisia,Fruits - Excluding Wine,1978,52.04
Netherlands,Alcoholic Beverages,1968,52.01
Denmark,Sugar & Sweeteners,1968,51.99
Bulgaria,Alcoholic Beverages,1963,51.97
Canada,Sugar & Sweeteners,1998,51.96
Namibia,Consumer food price indice,2004,51.9456475914
Ghana,Cereals - Excluding Beer,1988,51.91
Malta,Sugar & Sweeteners,1988,51.91
China,Consumer food price indice,2000,51.9
Japan,Fruits - Excluding Wine,1988,51.9
Iceland,Starchy Roots,1968,51.88
Vanuatu,Vegetables,2013,51.88
Suriname,Alcoholic Beverages,2008,51.87
Iceland,Starchy Roots,1978,51.83
Malaysia,Fruits - Excluding Wine,1968,51.83
Japan,"Fish, Seafood",1963,51.82
Swaziland,Sugar & Sweeteners,1983,51.81
Mozambique,Consumer food price indice,2009,51.7875450141
Vanuatu,Vegetables,1968,51.78
Russia,Meat,2003,51.75
Central African Republic,Fruits - Excluding Wine,1973,51.74
El Salvador,Milk - Excluding Butter,1973,51.72
Indonesia,Fruits - Excluding Wine,2003,51.72
Guinea-Bissau,Starchy Roots,1983,51.71
Latvia,Fruits - Excluding Wine,2003,51.7
Solomon Islands,Fruits - Excluding Wine,1973,51.69
Israel,Sugar & Sweeteners,1998,51.67
Portugal,Meat,1988,51.66
El Salvador,Fruits - Excluding Wine,1983,51.65
Central African Republic,Cereals - Excluding Beer,2013,51.63
Denmark,Sugar & Sweeteners,1993,51.63
Solomon Islands,Fruits - Excluding Wine,2013,51.63
Gabon,Meat,1968,51.62
Lithuania,Meat,1998,51.62
China,Vegetables,1978,51.61
Iceland,Sugar & Sweeteners,1973,51.6
Iceland,Fruits - Excluding Wine,1968,51.6
Luxembourg,Sugar & Sweeteners,2008,51.58
Namibia,Consumer food price indice,2003,51.5620150569
Iceland,Alcoholic Beverages,1998,51.56
Thailand,Vegetables,2013,51.56
Panama,Milk - Excluding Butter,1988,51.54
Uruguay,Alcoholic Beverages,2003,51.54
Indonesia,Consumer food price indice,2004,51.53468
Brazil,Vegetables,2013,51.53
Kazakhstan,Vegetables,1993,51.53
Lebanon,Meat,2003,51.53
Democratic Republic of the Congo,Fruits - Excluding Wine,1973,51.51
Iran,Milk - Excluding Butter,1973,51.5
Bulgaria,Meat,2008,51.49
Cyprus,Alcoholic Beverages,2013,51.45
China,Consumer food price indice,2001,51.44
Mongolia,Consumer food price indice,2006,51.4398648936
Switzerland,Starchy Roots,1973,51.43
Luxembourg,Sugar & Sweeteners,2013,51.42
Paraguay,Vegetables,1993,51.4
Angola,Fruits - Excluding Wine,1963,51.39
Belarus,Fruits - Excluding Wine,2003,51.39
United States of America,Sugar & Sweeteners,1963,51.37
Estonia,Meat,1993,51.35
Uruguay,Starchy Roots,1998,51.35
Bosnia and Herzegovina,Fruits - Excluding Wine,1963,51.32
China,Consumer food price indice,2005,51.32
Croatia,Fruits - Excluding Wine,1963,51.32
Montenegro,Fruits - Excluding Wine,1963,51.32
Serbia,Fruits - Excluding Wine,1963,51.32
Slovenia,Fruits - Excluding Wine,1963,51.32
Norway,Alcoholic Beverages,1978,51.31
Panama,Alcoholic Beverages,2003,51.29
Canada,Sugar & Sweeteners,2008,51.28
Angola,Cereals - Excluding Beer,1988,51.27
Uruguay,Alcoholic Beverages,2013,51.27
Guatemala,Sugar & Sweeteners,2003,51.26
Venezuela (Bolivarian Republic of),Vegetables,2003,51.26
Swaziland,Fruits - Excluding Wine,1983,51.25
Kenya,Starchy Roots,1993,51.24
Swaziland,Starchy Roots,1993,51.24
United Arab Emirates,Meat,1973,51.24
Suriname,Milk - Excluding Butter,1968,51.23
Uruguay,Starchy Roots,2013,51.23
Burundi,Consumer food price indice,2008,51.2271313507
Albania,Vegetables,1968,51.21
Vanuatu,Vegetables,1978,51.19
Algeria,Starchy Roots,2003,51.16
Guatemala,Milk - Excluding Butter,2003,51.15
Jamaica,Sugar & Sweeteners,1988,51.15
Japan,Starchy Roots,1968,51.13
Croatia,Sugar & Sweeteners,2008,51.1
Finland,Sugar & Sweeteners,1973,51.1
Turkey,Starchy Roots,1978,51.08
Slovakia,Sugar & Sweeteners,2008,51.07
South Korea,Starchy Roots,1963,51.07
Ukraine,Meat,2008,51.06
Solomon Islands,Cereals - Excluding Beer,1978,51.05
Malta,Sugar & Sweeteners,1998,51.03
Central African Republic,Fruits - Excluding Wine,1983,51.01
New Zealand,Sugar & Sweeteners,1978,51
Uganda,Cereals - Excluding Beer,1988,51
Uruguay,Fruits - Excluding Wine,1963,50.99
Brunei,Vegetables,1973,50.98
Albania,Vegetables,1988,50.96
Brunei,Vegetables,1968,50.96
Vanuatu,Vegetables,2008,50.96
